"decision","reason","flag","stage","year","title","venue","methods","tasks","cites","doi","doc_id"
"","","","design","2026","MdpoPlanner: Mask-Driven Floorplan via Reinforcement Learning-Based Placement Order","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","general_ml_signals; reinforcement_learning","placement:placement","0","10.1109/ASP-DAC66049.2026.11420532","2-s2.0-105041700551"
"","","","design","2026","MetaSyn: A Meta-Reinforcement Learning Framework with Multimodal Circuit Representation for Adaptive Logic Synthesis","Proceedings Design Automation and Test in Europe Date","reinforcement_learning","logic_synthesis:logic synthesis","0","10.23919/DATE69613.2026.11539367","2-s2.0-105041953722"
"","","","design","2026","Priority-Based Graph-Enhanced Reinforcement Learning for Robust Analog Circuit Optimization","Proceedings of the Aaai Conference on Artificial Intelligence","reinforcement_learning","analog_circuit_design:analog circuit","0","10.1609/aaai.v40i43.41031","2-s2.0-105034830838"
"","","","design","2026","Reshaping Bayesian Optimization for Design Space Optimization Towards Accurate and Irredundant Evaluation in EDA Tool Parameter Exploration","Proceedings Design Automation and Test in Europe Date","bayesian_probabilistic","logic_synthesis:eda","0","10.23919/DATE69613.2026.11539328","2-s2.0-105041963622"
"","","","design","2026","SMT-Based Optimal Transistor Folding and Placement for Standard Cell Layout Generation","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","symbolic_reasoning","placement:placement","1","10.1109/ASP-DAC66049.2026.11420355","2-s2.0-105041696385"
"","","","design","2026","Simulator-Driven Deep Reinforcement Learning for Analog Circuit Design","Proceedings Design Automation and Test in Europe Date","reinforcement_learning","analog_circuit_design:analog circuit","1","10.23919/DATE69613.2026.11539561","2-s2.0-105041995118"
"","","","design","2026","Structural Reconstruction of Analog Circuits Using Graph Neural Networks and Transformers","Proceedings of the IEEE VLSI Test Symposium","deep_learning; graph_neural_networks","analog_circuit_design:analog circuit","0","10.1109/VTS69484.2026.11563401","2-s2.0-105043158702"
"","","","design","2026","VeriRAG: A Knowledge Graph-Augmented RAG for Verilog and Assertion Generation","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","llm_foundation_models","logic_synthesis:verilog; verification:assertion","1","10.1109/ASP-DAC66049.2026.11420790","2-s2.0-105041760570"
"","","","fabrication","2015","Intra-die process variation aware anomaly detection in FPGAs","Proceedings International Test Conference","anomaly_detection","process_optimization:process variation","2","10.1109/TEST.2014.7035343","2-s2.0-84954286020"
"","","","fabrication","2015","MTunes: Efficient post-silicon tuning of mixed-signal/RF integrated circuits based on Markov decision process","Proceedings Design Automation Conference","reinforcement_learning","verification:post-silicon","0","10.1145/2744769.2744873","2-s2.0-84944144840"
"","","","fabrication","2016","Laplacian eigenmaps and Bayesian clustering based layout pattern sampling and its applications to hotspot detection and OPC","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","bayesian_probabilistic; classical_ml","lithography_optimization:opc; hotspot_detection:hotspot detection","7","10.1109/ASPDAC.2016.7428090","2-s2.0-84996956298"
"","","","fabrication","2016","Learning-based dynamic reliability management for dark silicon processor considering em effects","Proceedings of the 2016 Design Automation and Test in Europe Conference and Exhibition Date 2016","general_ml_signals","reliability_analysis:reliability","17","","2-s2.0-84973601100"
"","","","fabrication","2017","Online and incremental machine learning approaches for IC yield improvement","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","classical_ml","yield_prediction:yield improvement","24","10.1109/ICCAD.2017.8203857","2-s2.0-85043502099"
"","","","fabrication","2018","Advanced process control using virtual metrology to cope with etcher condition change","IEEE International Symposium on Semiconductor Manufacturing Conference Proceedings","general_ml_signals","process_optimization:process control","2","10.1109/ISSM.2018.8651162","2-s2.0-85063204509"
"","","","fabrication","2018","An efficient bayesian yield estimation method for high dimensional and high sigma SRAM circuits","Proceedings Design Automation Conference","bayesian_probabilistic","yield_prediction:yield estimation","6","10.1145/3195970.3195987","2-s2.0-85053659171"
"","","","fabrication","2018","Application of scatterometry-based machine learning to control multiple electron beam lithography: AM: Advanced metrology","2018 29th Annual Semi Advanced Semiconductor Manufacturing Conference Asmc 2018","classical_ml","lithography_optimization:lithography; process_optimization:metrology","8","10.1109/ASMC.2018.8373222","2-s2.0-85048858508"
"","","","fabrication","2018","Deep learning based automatic defect classification in through-silicon Via process: FA: Factory automation","2018 29th Annual Semi Advanced Semiconductor Manufacturing Conference Asmc 2018","deep_learning","defect_detection:defect classification","23","10.1109/ASMC.2018.8373144","2-s2.0-85048857544"
"","","","fabrication","2018","GAN-OPC: Mask optimization with lithography-guided generative adversarial nets","Proceedings Design Automation Conference","generative_adversarial","lithography_optimization:lithography","120","10.1145/3195970.3196056","2-s2.0-85052092569"
"","","","fabrication","2018","Improving Diagnosis Efficiency via Machine Learning","Proceedings International Test Conference","classical_ml","fault_diagnosis:diagnosis","20","10.1109/TEST.2018.8624884","2-s2.0-85062399026"
"","","","fabrication","2018","Machine Learning for Yield Learning and Optimization","Proceedings International Test Conference","classical_ml","yield_prediction:yield learning","23","10.1109/TEST.2018.8624733","2-s2.0-85062400343"
"","","SURVEY?","fabrication","2018","Review-SEM image analysis with K-means algorithm: AM: Advanced metrology/DI: Defect inspection","2018 29th Annual Semi Advanced Semiconductor Manufacturing Conference Asmc 2018","classical_ml","defect_detection:defect inspection; process_optimization:metrology","8","10.1109/ASMC.2018.8373221","2-s2.0-85048881987"
"","","","fabrication","2018","STT-MRAM Design Technology Co-optimization for Hardware Neural Networks","Technical Digest International Electron Devices Meeting Iedm","deep_learning","design_space_exploration:co-optimization","28","10.1109/IEDM.2018.8614560","2-s2.0-85061832398"
"","","","fabrication","2018","Scan chain diagnosis based on unsupervised machine learning","Proceedings of the Asian Test Symposium","classical_ml","fault_diagnosis:diagnosis","5","10.1109/ATS.2017.50","2-s2.0-85045206531"
"","","","fabrication","2018","Special session on machine learning for test and diagnosis","Proceedings of the IEEE VLSI Test Symposium","classical_ml","fault_diagnosis:diagnosis","1","10.1109/VTS.2018.8368658","2-s2.0-85048360658"
"","","","fabrication","2018","Uncertainty quantification of electronic and photonic ICs with non-Gaussian correlated process variations","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","bayesian_probabilistic","process_optimization:process variation","16","10.1145/3240765.3240860","2-s2.0-85058163612"
"","","","fabrication","2019","A Fast Machine Learning-based Mask Printability Predictor for OPC Acceleration","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","classical_ml; general_ml_signals","lithography_optimization:opc","27","10.1145/3287624.3287682","2-s2.0-85061143144"
"","","","fabrication","2019","A deep learning model for identification of defect patterns in semiconductor wafer map","Asmc Advanced Semiconductor Manufacturing Conference Proceedings","deep_learning","wafer_map_analysis:wafer map","50","10.1109/ASMC.2019.8791815","2-s2.0-85070988541"
"","","","fabrication","2019","Bayesian Optimized Importance Sampling for High Sigma Failure Rate Estimation","Proceedings of the 2019 Design Automation and Test in Europe Conference and Exhibition Date 2019","bayesian_probabilistic","reliability_analysis:failure rate","9","10.23919/DATE.2019.8714879","2-s2.0-85066612846"
"","","","fabrication","2019","Deep learning-based framework for comprehensive mask optimization","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","deep_learning; general_ml_signals","lithography_optimization:mask optimization","7","10.1145/3287624.3288749","2-s2.0-85061134727"
"","","","fabrication","2019","Defect detection for the TSV transmission channel using machine learning approach","Proceedings Electronic Components and Technology Conference","classical_ml","defect_detection:defect detection","12","10.1109/ECTC.2019.00-22","2-s2.0-85072298167"
"","","","fabrication","2019","GAN-SRAF: Sub-resolution assist feature generation using conditional generative adversarial networks","Proceedings Design Automation Conference","generative_adversarial","lithography_optimization:assist feature","36","10.1145/3316781.3317832","2-s2.0-85067813338"
"","","","fabrication","2019","Machine learning-based hotspot detection: Fallacies, pitfalls and marching orders","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","classical_ml; general_ml_signals","hotspot_detection:hotspot detection","46","10.1109/ICCAD45719.2019.8942128","2-s2.0-85077803604"
"","","","fabrication","2020","Automating Design for Yield: Silicon Learning to Predictive Models and Design Optimization","Proceedings International Test Conference","general_ml_signals","design_space_exploration:design optimization","5","10.1109/ITC44778.2020.9325263","2-s2.0-85100184351"
"","","","fabrication","2020","CMP Process Optimization Engineering by Machine Learning","IEEE International Symposium on Semiconductor Manufacturing Conference Proceedings","classical_ml","process_optimization:cmp","1","10.1109/ISSM51728.2020.9377524","2-s2.0-85103488646"
"","","","fabrication","2020","Deep learning-driven simultaneous layout decomposition and mask optimization","Proceedings Design Automation Conference","deep_learning","lithography_optimization:mask optimization","12","10.1109/DAC18072.2020.9218530","2-s2.0-85093920438"
"","","","fabrication","2020","Diagnosis Outcome Prediction on Limited Data via Transferred Random Forest","Proceedings 2020 IEEE International Test Conference in Asia Itc Asia 2020","classical_ml","fault_diagnosis:diagnosis","4","10.1109/ITC-Asia51099.2020.00023","2-s2.0-85096361265"
"","","","fabrication","2020","Fast and Accurate High-Sigma Failure Rate Estimation through Extended Bayesian Optimized Importance Sampling","Proceedings of the 2020 Design Automation and Test in Europe Conference and Exhibition Date 2020","bayesian_probabilistic","reliability_analysis:failure rate","4","10.23919/DATE48585.2020.9116242","2-s2.0-85087391850"
"","","","fabrication","2020","Machine learning driven throughput optimization of volume diagnosis methodology","2020 IEEE International Test Conference India Itc India 2020","classical_ml","fault_diagnosis:diagnosis","3","10.1109/ITCIndia49857.2020.9171800","2-s2.0-85092163191"
"","","","fabrication","2020","Neural-ILT: Migrating ILT to Neural Networks for Mask Printability and Complexity Co-optimization","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","deep_learning","design_space_exploration:co-optimization; lithography_optimization:ilt","63","10.1145/3400302.3415704","2-s2.0-85097938646"
"","","","fabrication","2020","Robust Forward Gate Bias TDDB Stability in Enhancement-mode Fully Recessed Gate GaN MIS-FETs with ALD Al2O3Gate Dielectric","Proceedings of the International Symposium on the Physical and Failure Analysis of Integrated Circuits IPFA","generative_adversarial","process_optimization:ald; reliability_analysis:tddb","4","10.1109/IPFA49335.2020.9260907","2-s2.0-85098211900"
"","","","fabrication","2020","Test Generation using Reinforcement Learning for Delay-based Side-Channel Analysis","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","reinforcement_learning","test_generation:test generation; security_analysis:side-channel","41","10.1145/3400302.3415710","2-s2.0-85097964002"
"","","","fabrication","2020","Wafer Map Classifier using Deep Learning for Detecting Out-of-Distribution Failure Patterns","Proceedings of the International Symposium on the Physical and Failure Analysis of Integrated Circuits IPFA","deep_learning","wafer_map_analysis:wafer map","21","10.1109/IPFA49335.2020.9260877","2-s2.0-85098109056"
"","","","fabrication","2021","DevelSet: Deep Neural Level Set for Instant Mask Optimization","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","deep_learning","lithography_optimization:mask optimization","40","10.1109/ICCAD51958.2021.9643464","2-s2.0-85124143308"
"","","","fabrication","2021","Enhanced Defect Detection in after Develop Inspection with Machine Learning Disposition","Asmc Advanced Semiconductor Manufacturing Conference Proceedings","classical_ml","defect_detection:defect detection","8","10.1109/ASMC51741.2021.9435721","2-s2.0-85107305725"
"","","","fabrication","2021","NeurFill: Migrating Full-Chip CMP Simulators to Neural Networks for Model-Based Dummy Filling Synthesis","Proceedings Design Automation Conference","deep_learning","process_optimization:cmp","6","10.1109/DAC18074.2021.9586325","2-s2.0-85119442990"
"","","","fabrication","2021","Subresolution Assist Feature Insertion by Variational Adversarial Active Learning and Clustering with Data Point Retrieval","Proceedings Design Automation Conference","classical_ml","lithography_optimization:assist feature","3","10.1109/DAC18074.2021.9586238","2-s2.0-85119434329"
"","","","fabrication","2021","Wafer-level Variation Modeling for Multi-site RF IC Testing via Hierarchical Gaussian Process","Proceedings International Test Conference","bayesian_probabilistic","analog_circuit_design:rf ic; verification:ic test; wafer_map_analysis:wafer-level","21","10.1109/ITC50571.2021.00018","2-s2.0-85123043667"
"","","","fabrication","2022","Efficient and Robust Resistive Open Defect Detection Based on Unsupervised Deep Learning","Proceedings International Test Conference","deep_learning","defect_detection:defect detection","6","10.1109/ITC50671.2022.00026","2-s2.0-85146145710"
"","","","fabrication","2022","Efficient bayesian yield analysis and optimization with active learning","Proceedings Design Automation Conference","bayesian_probabilistic","yield_prediction:yield analysis","18","10.1145/3489517.3530607","2-s2.0-85137424888"
"","","","fabrication","2022","Generic lithography modeling with dual-band optics-inspired neural networks","Proceedings Design Automation Conference","deep_learning","lithography_optimization:lithography","36","10.1145/3489517.3530580","2-s2.0-85134683724"
"","","","fabrication","2022","Graph Neural Network-based Delay-Fault Localization for Monolithic 3D ICs","Proceedings of the 2022 Design Automation and Test in Europe Conference and Exhibition Date 2022","deep_learning; graph_neural_networks","fault_diagnosis:fault localization","8","10.23919/DATE54114.2022.9774511","2-s2.0-85130853351"
"","","","fabrication","2022","HierPINN-EM: Fast learning-based electromigration analysis for multi-segment interconnects using hierarchical physics-informed neural network","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","deep_learning; general_ml_signals","reliability_analysis:electromigration","15","10.1145/3508352.3549371","2-s2.0-85145660639"
"","","","fabrication","2022","Hybrid Quantum-Classical Machine Learning for Lithography Hotspot Detection","Asmc Advanced Semiconductor Manufacturing Conference Proceedings","classical_ml","lithography_optimization:lithography; hotspot_detection:hotspot detection","5","10.1109/ASMC54647.2022.9792509","2-s2.0-85132820420"
"","","","fabrication","2022","Integrated Circuit Die Level Yield Prediction Using Deep Learning","Asmc Advanced Semiconductor Manufacturing Conference Proceedings","deep_learning","yield_prediction:yield prediction","9","10.1109/ASMC54647.2022.9792526","2-s2.0-85132830769"
"","","","fabrication","2022","Machine Learning Assisted Statistical Variation Analysis of Ferroelectric Transistors: From Experimental Metrology to Predictive Modeling","Digest of Technical Papers Symposium on VLSI Technology","classical_ml; general_ml_signals","process_optimization:metrology","19","10.1109/VLSITechnologyandCir46769.2022.9830392","2-s2.0-85135211419"
"","","","fabrication","2022","Sub-resolution assist feature generation with reinforcement learning and transfer learning","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","reinforcement_learning; transfer_learning","lithography_optimization:assist feature","4","10.1145/3508352.3549388","2-s2.0-85145656574"
"","","","fabrication","2023","Data-Driven Approaches for Process Simulation and Optical Proximity Correction","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","general_ml_signals","lithography_optimization:optical proximity correction","8","10.1145/3566097.3568362","2-s2.0-85148486700"
"","","","fabrication","2023","Double U-Net based Virtual Metrology on Plasma-Etch CD-SEM Images : AM: Advanced Metrology","Asmc Advanced Semiconductor Manufacturing Conference Proceedings","general_ml_signals","process_optimization:virtual metrology","5","10.1109/ASMC57536.2023.10121128","2-s2.0-85159769178"
"","","","fabrication","2023","Heterogeneous Power Delivery for Large Chiplet-based Systems using Integrated GaN/Si-Interconnect Fabric with sub-10 µm Bond Pitch","Technical Digest International Electron Devices Meeting Iedm","generative_adversarial","power_analysis:power delivery","12","10.1109/IEDM45741.2023.10413759","2-s2.0-85185602182"
"","","","fabrication","2023","Special Session: Using Graph Neural Networks for Tier-Level Fault Localization in Monolithic 3D ICs","Proceedings of the IEEE VLSI Test Symposium","deep_learning; graph_neural_networks","fault_diagnosis:fault localization","0","10.1109/VTS56346.2023.10140070","2-s2.0-85161937864"
"","","","fabrication","2024","AI-Powered Process Optimization for EUV MOR: Equipment Trace Data Feature Extraction and Machine Learning is Essential for CD Control","Asmc Advanced Semiconductor Manufacturing Conference Proceedings","classical_ml","process_optimization:process optimization","1","10.1109/ASMC61125.2024.10545368","2-s2.0-85195934446"
"","","","fabrication","2024","Advanced Atomic-scale Insights into the Chemical Mechanical Polishing Process with Ceria Abrasives using Molecular Dynamics and Neural Network Potential","Proceedings Electronic Components and Technology Conference","deep_learning","process_optimization:chemical mechanical","2","10.1109/ECTC51529.2024.00202","2-s2.0-85197726114"
"","","","fabrication","2024","BNN-YEO: An efficient Bayesian Neural Network for yield estimation and optimization","Proceedings Design Automation Conference","bayesian_probabilistic; deep_learning","yield_prediction:yield estimation","4","10.1145/3649329.3658242","2-s2.0-85211083213"
"","","","fabrication","2024","Bayesian Optimization of Large Glass Package Architecture for System-Level Reliability in High-Performance Computing Applications","Proceedings Electronic Components and Technology Conference","bayesian_probabilistic","reliability_analysis:reliability","13","10.1109/ECTC51529.2024.00047","2-s2.0-85197712454"
"","","","fabrication","2024","CAMO: Correlation-Aware Mask Optimization with Modulated Reinforcement Learning","Proceedings Design Automation Conference","reinforcement_learning","lithography_optimization:mask optimization","9","10.1145/3649329.3656254","2-s2.0-85209634997"
"","","","fabrication","2024","Critical Defect Detection at 3nm Technology Node: Enhanced Detection Using DUV Optical Inspection Technology with AI-Based Algorithm","Asmc Advanced Semiconductor Manufacturing Conference Proceedings","general_ml_signals","defect_detection:defect detection","1","10.1109/ASMC61125.2024.10545367","2-s2.0-85195988297"
"","","","fabrication","2024","Deep Reinforcement Learning-Based Power Distribution Network Design Optimization for Multi-Chiplet System","Proceedings Electronic Components and Technology Conference","general_ml_signals; reinforcement_learning","design_space_exploration:design optimization","8","10.1109/ECTC51529.2024.00284","2-s2.0-85197681646"
"","","","fabrication","2024","Learning Circuit Placement Techniques Through Reinforcement Learning with Adaptive Rewards","Proceedings Design Automation and Test in Europe Date","reinforcement_learning","placement:placement","7","10.23919/date58400.2024.10546526","2-s2.0-85210056796"
"","","","fabrication","2024","Multi-objective design optimization of pin-fin cold plates for electric vehicle battery packs using convolutional neural networks and genetic algorithms","Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems Itherm","deep_learning; evolutionary_optimization","design_space_exploration:design optimization","4","10.1109/ITherm55375.2024.10709450","2-s2.0-85207853151"
"","","","fabrication","2024","Optimizing High-Product-Mix Manufacturing with Advanced Process Control through Machine Learning-Based Virtual Metrology","Asmc Advanced Semiconductor Manufacturing Conference Proceedings","classical_ml; general_ml_signals","process_optimization:process control","2","10.1109/ASMC61125.2024.10545507","2-s2.0-85195923891"
"","","","fabrication","2024","PFO PUF: A Lightweight Parallel Feed Obfuscation PUF Resistant to Machine Learning Attacks","Proceedings Itc Asia 2024 8th IEEE International Test Conference in Asia","classical_ml","security_analysis:puf","4","10.1109/ITC-Asia62534.2024.10661356","2-s2.0-85204801336"
"","","","fabrication","2024","SmartATPG: Learning-based Automatic Test Pattern Generation with Graph Convolutional Network and Reinforcement Learning","Proceedings Design Automation Conference","general_ml_signals; graph_neural_networks; reinforcement_learning","test_generation:test pattern","2","10.1145/3649329.3656526","2-s2.0-85211125909"
"","","","fabrication","2024","Utilizing Transformer Deep Learning Based Outlier Detection to Screen Out Reliability Weak ICs","IEEE International Reliability Physics Symposium Proceedings","anomaly_detection; deep_learning","reliability_analysis:reliability","3","10.1109/IRPS48228.2024.10529397","2-s2.0-85194111527"
"","","","fabrication","2025","(Invited Paper) Cryo-Compact Modeling Based on Sparse Gaussian Process","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","bayesian_probabilistic","calibration:compact model","0","10.1145/3658617.3703138","2-s2.0-105000271224"
"","","","fabrication","2025","A CNN-Based Model for Yield Prediction in MEMS Resonator Manufacturing","Asmc Advanced Semiconductor Manufacturing Conference Proceedings","deep_learning","yield_prediction:yield prediction","2","10.1109/ASMC64512.2025.11010638","2-s2.0-105007546685"
"","","","fabrication","2025","AI-Powered Defect Detection using Deep Learning: A Pattern-Agnostic Faster R-CNN Approach for SEM Images with GPU Acceleration","Asmc Advanced Semiconductor Manufacturing Conference Proceedings","deep_learning","defect_detection:defect detection","1","10.1109/ASMC64512.2025.11010758","2-s2.0-105007531566"
"","","","fabrication","2025","Accuracy Is Not Always We Need: Precision-Aware Bayesian Yield Optimization","Proceedings Design Automation Conference","bayesian_probabilistic","yield_prediction:yield optimization","0","10.1109/DAC63849.2025.11133024","2-s2.0-105017627742"
"","","","fabrication","2025","AutoRE: Bayesian-Optimization-based Automatic Reliability Enhancement Tool for Flow-based Microfluidic Biochips","Proceedings Design Automation Conference","bayesian_probabilistic","reliability_analysis:reliability","1","10.1109/DAC63849.2025.11133105","2-s2.0-105017763275"
"","","","fabrication","2025","BAGNet: A Boundary-Aware Graph Neural Network for SRAM Yield Analysis in Post-LayoutSimulation","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","deep_learning; graph_neural_networks","yield_prediction:yield analysis","0","10.1109/ICCAD66269.2025.11240943","2-s2.0-105029374401"
"","","","fabrication","2025","Context-OPCGAN: Context-Aware OPC Modeling with Generative Adversarial Networks","International Conference on Simulation of Semiconductor Processes and Devices SISPAD","generative_adversarial","lithography_optimization:opc","0","10.1109/SISPAD66650.2025.11186377","2-s2.0-105022465870"
"","","","fabrication","2025","CorrectBench: Automatic Testbench Generation with Functional Self-Correction using LLMs for HDL Design","Proceedings Design Automation and Test in Europe Date","llm_foundation_models","logic_synthesis:hdl","15","10.23919/DATE64628.2025.10992873","2-s2.0-105006918058"
"","","","fabrication","2025","DefectTrackNet: Efficient Root Cause Analysis of Wafer Defects in Semiconductor Manufacturing Using a Lightweight CNN-Transformer Architecture","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","deep_learning","fault_diagnosis:root cause","3","10.1145/3658617.3697608","2-s2.0-105000364929"
"","","","fabrication","2025","From CMP Surface Prediction to Defect Detection: An AI-Driven Virtual Metrology-TCAD Framework","International Conference on Simulation of Semiconductor Processes and Devices SISPAD","general_ml_signals","defect_detection:defect detection; process_optimization:cmp","0","10.1109/SISPAD66650.2025.11186319","2-s2.0-105022495547"
"","","","fabrication","2025","Generative Model Based Multi-Layer PDN Impedance Estimation with Multi-Power Domain","Proceedings Electronic Components and Technology Conference","llm_foundation_models","power_analysis:pdn","4","10.1109/ECTC51687.2025.00162","2-s2.0-105010577870"
"","","","fabrication","2025","LLM-SRAF: Sub-Resolution Assist Feature Generation Using Large Language Model","Proceedings Design Automation and Test in Europe Date","llm_foundation_models","lithography_optimization:assist feature","1","10.23919/DATE64628.2025.10993108","2-s2.0-105006905450"
"","","","fabrication","2025","MVREC: A General Few-shot Defect Classification Model Using Multi-View Region-Context","Proceedings of the Aaai Conference on Artificial Intelligence","llm_foundation_models","defect_detection:defect classification","6","10.1609/aaai.v39i6.32634","2-s2.0-105003903163"
"","","","fabrication","2025","Machine Learning Powered Single Event Latch-up (SEL) Failure Rate Prediction Methodology in Advanced Bulk FinFET Technology","IEEE International Reliability Physics Symposium Proceedings","classical_ml","reliability_analysis:failure rate","1","10.1109/IRPS48204.2025.10983709","2-s2.0-105005836636"
"","","","fabrication","2025","Machine Learning-Based High Vmin Prediction for Enhanced Pre-Silicon Reliability","2025 IEEE 9th International Test Conference India Itc India 2025","classical_ml; general_ml_signals","reliability_analysis:reliability","0","10.1109/ITCIndia66078.2025.11141595","2-s2.0-105016573431"
"","","","fabrication","2025","ReChisel: Effective Automatic Chisel Code Generation by LLM with Reflection","Proceedings Design Automation Conference","llm_foundation_models","logic_synthesis:code generation","5","10.1109/DAC63849.2025.11132940","2-s2.0-105017707330"
"","","","fabrication","2025","SEM-CLIP: Precise Few-Shot Learning for Nanoscale Defect Detection in Scanning Electron Microscope Image","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","llm_foundation_models","defect_detection:defect detection","2","10.1145/3676536.3676752","2-s2.0-105003628594"
"","","","fabrication","2025","Towards Multi-Objective Routing: A Novel Coreset-based Transfer Learning Framework","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","transfer_learning","routing:routing","0","10.1109/ICCAD66269.2025.11240972","2-s2.0-105029342239"
"","","","fabrication","2026","AI-Based Automation of Electrical Yield Analysis and Optimization Across Electrical, Metrology, and Process Data","IEEE International Symposium on Semiconductor Manufacturing Conference Proceedings","general_ml_signals","yield_prediction:yield analysis; process_optimization:metrology","0","10.1109/ASMC69324.2026.11551236","2-s2.0-105042680529"
"","","","fabrication","2026","DCLOG: Don't Cares-based Logic Optimization using Pre-training Graph Neural Networks","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","deep_learning; graph_neural_networks","logic_synthesis:logic optimization","1","10.1109/ASP-DAC66049.2026.11420303","2-s2.0-105041747123"
"","","","fabrication","2026","GNN-Based Timing Yield Prediction From Statistical Static Timing Analysis","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","graph_neural_networks","timing_analysis:timing analysis; yield_prediction:yield prediction","0","10.1109/ASP-DAC66049.2026.11420486","2-s2.0-105041718954"
"","","","fabrication","2026","Lithography Hotspot Detection for Complex Non-Manhattan Layouts via Graph Neural Network","Proceedings Design Automation and Test in Europe Date","deep_learning; graph_neural_networks","lithography_optimization:lithography; hotspot_detection:hotspot detection","0","10.23919/DATE69613.2026.11539144","2-s2.0-105042003059"
"","","","fabrication","2026","MinFill: Reinforcement Learning and GNN Guided Reordering for Fill-In Reduction in RF Circuit Matrices","Proceedings Design Automation and Test in Europe Date","graph_neural_networks; reinforcement_learning","analog_circuit_design:rf circuit","0","10.23919/DATE69613.2026.11539377","2-s2.0-105041959642"
"","","","fabrication","2026","Physics-Informed Neural Network-Assisted Compact Modeling for Process Variation in Non-Volatile Capacitive Crossbar Arrays","IEEE International Reliability Physics Symposium Proceedings","deep_learning","calibration:compact model; process_optimization:process variation","0","10.1109/IRPS61424.2026.11499208","2-s2.0-105041123912"
"","","","fabrication","2026","Technology for Sequential Integration of HPA and LNA on Stacked GaN Layers for 3D Packaging of Next Gen Miniaturized Power RF Transceiver Front Ends","Proceedings Electronic Components and Technology Conference","generative_adversarial","analog_circuit_design:lna","0","10.1109/ECTC51846.2026.00377","2-s2.0-105042690291"
"","","","fabrication","2026","Towards Trustworthy LLM-Based Assertion Generation: A Data Augmentation Framework with Formal Check Approach","Proceedings Design Automation and Test in Europe Date","llm_foundation_models","verification:assertion","0","10.23919/DATE69613.2026.11539130","2-s2.0-105041924800"
"","","","in_field","2015","A structured approach to post-silicon validation and debug using symbolic quick error detection","Proceedings International Test Conference","symbolic_reasoning","verification:post-silicon","25","10.1109/TEST.2015.7342397","2-s2.0-84958602523"
"","","","in_field","2016","Reducing post-silicon coverage monitoring overhead with emulation and Bayesian feature selection","2015 IEEE ACM International Conference on Computer Aided Design Iccad 2015","bayesian_probabilistic","verification:post-silicon","5","10.1109/ICCAD.2015.7372655","2-s2.0-84964553183"
"","","","in_field","2016","Rejuvenation of nbti-impacted processors using evolutionary generation of assembler programs","Proceedings of the Asian Test Symposium","evolutionary_optimization","reliability_analysis:nbti","4","10.1109/ATS.2016.57","2-s2.0-85010190419"
"","","","in_field","2017","Flip-flop clustering based trace signal selection for post-silicon debug","Proceedings of the IEEE VLSI Test Symposium","classical_ml","verification:post-silicon","1","10.1109/VTS.2017.7928929","2-s2.0-85020208909"
"","","","in_field","2017","LSTA: Learning-Based Static Timing Analysis for High-Dimensional Correlated On-Chip Variations","Proceedings Design Automation Conference","general_ml_signals","timing_analysis:timing analysis","21","10.1145/3061639.3062280","2-s2.0-85023615004"
"","","","in_field","2019","A 0.16pJ/bit recurrent neural network based PUF for enhanced machine learning atack resistance","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","classical_ml; deep_learning","security_analysis:puf","5","10.1145/3287624.3287696","2-s2.0-85061116995"
"","","SURVEY?","in_field","2019","An overview of failure analysis expert system based on Bayesian networks","Proceedings of the International Symposium on the Physical and Failure Analysis of Integrated Circuits IPFA","bayesian_probabilistic","fault_diagnosis:failure analysis","2","10.1109/IPFA47161.2019.8984840","2-s2.0-85082589776"
"","","","in_field","2019","Application-Induced Cell Reliability Variability-Aware Approximate Computing in TaOx-based ReRAM Data Center Storage for Machine Learning","Digest of Technical Papers Symposium on VLSI Technology","classical_ml","reliability_analysis:reliability","8","10.23919/VLSIT.2019.8776565","2-s2.0-85070299471"
